
268	128

44	36

283	33

283	67

283	150

126	363

254	233

253	485

253	132

253	457

253	466

173	476

193	309

193	182

193	59

193	314

216	107

249	253

249	167

249	131

249	75

145	368

145	38

364	105

274	229

274	348

274	448

328	58

339	100

339	442

339	230

235	375

235	416

235	419

235	417

500	96

500	228

443	288

174	470

270	355

493	421

493	137

56	35

56	176

377	492

377	164

377	205

377	143

222	5

222	45

222	332

329	207

329	226

329	303

481	213

481	114

481	240

481	224

398	193

373	263

373	189

373	478

469	198

266	262

266	269

266	420

266	267

30	369

30	278

149	423

262	32

393	385

393	199

393	72

393	464

486	283

486	308

486	11

153	114

153	207

153	289

350	158

350	381

350	199

350	494

41	261

46	184

46	280

46	306

46	230

65	66

65	150

361	205

361	316

361	466

361	216

40	270

411	80

411	363

251	457

251	495

251	43

251	225

256	329

256	270

256	274

256	285

16	407

489	97

489	340

489	210

489	332

395	39

407	46

407	11

155	497

353	389

353	226

353	13

353	25

20	89

20	214

192	179

191	228

191	117

108	293

108	61

50	417

229	113

229	276

229	112

159	27

159	212

159	167

159	24

258	268

317	356

317	449

98	279

74	354

74	99

74	440

74	213

433	399

499	92

260	317

202	336

202	312

202	383

202	58

35	429

35	163

140	93

140	414

118	425

164	419

164	109

164	451

164	54

261	226

261	294

362	496

68	87

68	119

308	127

137	485

85	220

85	417

85	384

105	218

311	453

114	414

114	348

114	450

197	48

144	273

144	478

144	500

144	323

352	196

89	489

89	142

89	61

175	386

304	351

304	483

304	496

304	404

367	462

154	308

154	367

290	86

158	425

158	474

158	250

107	391

107	319

167	231

167	449

167	23

167	107

226	84

2	156

494	134

467	90

467	379

467	402

359	230

359	363

359	309

359	111

426	69

426	233

406	376

406	286

406	124

406	18

244	303

236	269

236	328

236	352

236	151

94	126

267	166

267	83

230	242

315	30

463	127

463	266

463	462

463	151

386	406

386	453

484	348

444	212

444	182

444	498

444	46

334	413

334	214

334	165

263	225

263	161

263	427

263	260

490	22

47	176

47	29

120	256

120	202

120	135

318	36

318	119

318	500

318	344

459	463

459	69

459	478

278	365

278	356

103	215

103	420

103	73

374	255

374	302

374	432

374	33

91	206

91	389

91	95

91	226

215	381

307	201

307	50

307	27

243	318

243	326

243	417

243	449

34	14

81	452

81	470

81	477

248	95

248	205

465	497

316	171

316	327

405	124

241	220

299	468

299	71

356	338

183	447

336	239

336	416

336	494

360	11

255	294

255	482

255	417

255	177

170	254

170	88

170	284

496	178

390	119

348	418

348	30

368	298

7	408

417	383

417	165

417	341

417	293

77	331

77	433

281	194

28	285

28	143

345	4

345	201

345	321

345	473

309	49

309	259

309	415

189	471

189	62

189	334

189	222

157	54

157	440

392	485

392	492

392	242

392	177

39	125

39	393

39	402

39	100

284	61

284	98

284	169

284	289

6	316

6	180

6	190

6	358

97	212

97	232

457	398

457	4

457	404

457	494

231	1

231	277

231	250

231	115

332	149

332	332

332	357

171	111

429	245

42	448

42	236

42	202

42	374

497	236

313	336

313	145

313	178

313	19

27	353

27	65

27	283

27	491

204	82

204	203

448	10

448	478

151	103

151	452

151	255

151	331

288	431

376	329

376	469

376	372

198	312

198	141

198	473

198	468

432	36

391	62

365	241

365	161

325	137

160	268

160	420

165	257

165	284

165	404

287	318

168	490

71	234

133	27

133	330

133	172

458	488

458	333

458	243

271	261

389	432

70	346

70	36

282	4

282	226

282	117

282	410

113	388

1	44

1	102

1	413

460	262

460	168

320	307

99	113

99	71

99	20

99	319

346	34

412	243

400	444

400	373

400	84

400	20

310	348

310	247

310	67

291	98

462	118

462	107

31	369

31	367

31	487

31	465

100	225

242	330

242	445

302	107

302	303

302	323

438	23

438	194

438	263

438	433

385	427

385	192

385	380

385	60

297	6

434	341

434	47

434	171

434	167

321	37

321	110

321	218

378	127

378	195

323	172

323	54

323	334

323	201

335	180

335	269

184	68

428	8

419	114

419	39

419	228

419	61

366	132

487	238

487	275

487	474

487	147

246	9

246	92

246	417

246	373

272	42

272	254

272	263

272	41

60	298

60	199

60	225

60	40

252	347

435	347

435	26

232	189

232	141

87	279

87	58

79	277

79	195

79	396

79	69

111	395

148	466

148	350

148	391

148	242

402	162

402	235

402	373

402	68

116	231

116	434

116	178

116	435

485	54

485	179

179	289

179	165

179	152

179	241

436	250

436	171

436	475

436	446

380	185

380	245

380	37

380	488

88	330

72	43

72	175

24	401

24	430

449	18

449	46

449	394

121	161

121	208

121	439

121	173

401	208

401	479

401	468

401	86

115	259

471	37

104	497

73	357

73	122

73	401

73	79

470	304

470	258

470	108

470	424

163	165

163	313

163	235

163	195

129	273

129	219

129	417

225	284

25	9

25	33

180	1

180	367

441	291

441	466

441	51

357	63

357	81

357	401

357	276

488	46

488	102

147	71

147	73

147	193

147	249

492	125

492	398

492	366

492	420

240	4

240	8

240	271

240	381

421	427

358	260

358	250

358	196

358	192

212	118

57	478

57	5

397	150

397	328

483	474

483	176

483	126

483	324

333	495

333	327

333	149

468	375

445	159

445	427

29	185

29	454

29	359

29	326

135	162

354	383

354	449

422	150

422	288

423	496

423	438

423	263

423	171

247	126

247	86

247	343

247	122

218	189

218	356

218	142

478	207

478	84

478	408

341	260

306	185

306	300

306	157

306	48

45	226

45	473

45	213

45	49

234	14

13	149

166	353

166	157

166	452

200	198

455	360

455	303

455	136

66	377

66	280

66	352

66	92

408	299

169	60

190	406

190	116

190	206

58	155

369	52

369	80

11	228

11	6

11	418

11	369

32	435

32	16

32	21

32	458

142	465

142	10

142	338

142	99

461	13

461	54

461	77

461	122

295	157

295	22

454	468

454	416

454	427

454	114

156	185

156	192

415	174

415	298

415	307

415	438

95	251

95	312

95	128

95	126

5	118

5	313

381	73

482	5

371	89

219	83

219	379

280	321

280	369

280	305

280	418

409	53

409	86

409	427

409	140
