
209	32

209	27

477	19

143	7

143	34

480	15

480	16

480	19

480	2

178	16

211	9

123	13

123	11

413	32

413	30

75	29

152	12

69	34

473	12

14	35

36	18

36	20

36	5

36	21

233	27

233	19

233	7

294	6

294	28

294	26

319	5

319	36

319	18

277	31

277	15

277	27

277	29

224	30

224	4

224	14

224	15

388	11

388	19

446	14

446	4

446	31

446	24

238	10

238	14

238	2

238	15

92	34

92	2

92	3

92	4

276	4

276	8

437	6

424	12

223	35

404	6

404	26

122	29

102	5

102	19

439	16

162	7

162	32

162	18

162	9

331	29

331	33

331	24

331	35

293	28

293	18

203	14

203	35

220	30

296	11

296	9

296	35

296	31

109	1

447	3

447	30

447	13

399	11

399	29

19	24

19	30

19	7

420	1

420	9

132	1

132	28

132	36

132	10

96	4

96	28

96	19

96	10

106	12

474	22

474	31

138	16

138	20

138	25

138	35

54	31

54	7

54	29

3	6

3	30

475	33

475	12

475	16

475	29

62	31

425	12

264	13

250	21

250	28

250	8

250	11

418	10

418	16

214	8

214	15

214	6

214	11

207	32

207	33

49	15

55	27

18	11

18	35

18	4

18	26

22	30

22	2

22	22

22	34

117	32

117	30

117	28

117	2

194	32

194	9

314	21

466	34

466	22

466	21

285	11

285	26

285	15

285	1

227	14

227	13

227	7

312	24

312	14

476	3

403	23

403	18

403	15

403	30

338	3

338	22

338	10

275	31

382	15

48	3

48	8

48	11

269	22

269	20

269	33

269	2

134	9

134	10

101	7

101	8

101	36

300	6

300	9

300	3

300	17

363	11

363	34

363	18

363	2

213	31

213	14

213	13

330	17

279	10

136	2

136	10

139	16

26	1

76	8

76	11

76	12

76	6

416	30

416	11

416	34

416	2

452	28

452	31

452	30

452	29

414	7

414	15

414	14

414	32

93	35

498	14

498	32

498	19

498	8

172	16

172	34

268	8

44	24

283	9

283	12

283	8

126	7

254	21

253	1

253	28

253	32

253	21

173	4

193	17

193	33

193	24

193	11

216	35

249	5

249	7

249	1

249	4

145	24

145	27

364	29

274	17

274	27

274	10

328	18

339	8

339	9

339	25

235	11

235	30

235	9

235	1

500	32

500	6

443	28

174	30

270	7

493	17

493	35

56	35

56	16

377	12

377	22

377	34

377	10

222	9

222	21

222	26

329	31

329	28

329	3

481	25

481	26

481	2

481	8

398	9

373	35

373	18

373	2

469	2

266	10

266	11

266	2

266	21

30	25

30	14

149	35

262	32

393	25

393	29

393	34

393	27

486	23

486	8

486	18

153	34

153	25

153	21

350	10

350	5

350	14

350	3

41	1

46	24

46	33

46	20

46	15

65	14

65	36

361	5

361	34

361	19

361	23

40	10

411	20

411	6

251	25

251	28

251	11

251	7

256	9

256	10

256	11

256	12

16	23

489	21

489	31

489	1

489	18

395	11

407	10

407	3

155	13

353	9

353	36

353	18

353	12

20	29

20	13

192	27

191	32

191	30

108	25

108	5

50	21

229	25

229	20

229	6

159	35

159	25

159	6

159	8

258	12

317	8

317	13

98	23

74	34

74	25

74	24

74	1

433	15

499	8

260	17

202	4

202	1

202	33

202	32

35	5

35	11

140	33

140	6

118	33

164	15

164	36

164	26

164	7

261	6

261	23

362	24

68	31

68	8

308	19

137	21

85	28

85	10

85	24

105	2

311	33

114	30

114	13

114	21

197	8

144	13

144	30

144	32

144	20

352	36

89	5

89	30

89	3

175	2

304	15

304	6

304	2

304	29

367	30

154	28

154	32

290	30

158	9

158	12

158	11

107	3

107	13

167	23

167	11

167	3

167	21

226	32

2	28

494	26

467	2

467	8

467	7

359	10

359	4

359	28

359	29

426	9

426	3

406	20

406	11

406	32

406	9

244	31

236	21

236	12

236	32

236	13

94	10

267	6

267	17

230	2

315	34

463	19

463	1

463	15

463	28

386	26

386	29

484	28

444	4

444	12

444	11

444	34

334	5

334	4

334	1

263	1

263	26

263	18

263	33

490	2

47	20

47	9

120	16

120	34

120	13

318	16

318	12

318	28

318	34

459	7

459	16

459	34

278	29

278	18

103	11

103	20

103	25

374	31

374	28

374	18

374	33

91	22

91	3

91	6

91	36

215	9

307	25

307	1

307	22

243	26

243	22

243	15

243	1

34	14

81	16

81	12

81	11

248	27

248	19

465	9

316	3

316	13

405	20

241	28

299	24

299	21

356	18

183	23

336	3

336	36

336	35

360	23

255	18

255	9

255	4

255	32

170	34

170	33

170	12

496	26

390	31

348	2

348	25

368	2

7	4

417	19

417	9

417	6

417	5

77	19

77	4

281	26

28	21

28	14

345	20

345	19

345	13

345	2

309	9

309	1

309	17

189	11

189	14

189	15

189	12

157	14

157	5

392	1

392	34

392	9

392	20

39	29

39	1

39	3

39	8

284	1

284	34

284	16

284	4

6	24

6	29

6	26

6	7

97	32

97	17

457	34

457	24

457	4

457	17

231	21

231	8

231	5

231	33

332	17

332	9

332	1

171	35

429	9

42	36

42	31

42	30

42	6

497	36

313	16

313	3

313	33

313	13

27	1

27	31

27	34

27	10

204	6

204	14

448	26

448	9

151	31

151	5

151	7

151	14

288	23

376	25

376	26

376	35

198	12

198	10

198	23

198	7

432	32

391	26

365	5

365	3

325	29

160	16

160	35

165	17

165	34

165	2

287	2

168	30

71	26

133	31

133	16

133	20

458	12

458	22

458	3

271	21

389	32

70	18

70	22

282	12

282	5

282	18

282	34

113	4

1	20

1	23

1	5

460	6

460	27

320	19

99	13

99	29

99	25

99	32

346	6

412	3

400	16

400	26

400	10

400	23

310	4

310	8

310	21

291	10

462	10

462	28

31	17

31	15

31	11

31	34

100	9

242	14

242	29

302	23

302	10

302	16

438	27

438	19

438	3

438	24

385	23

385	15

385	29

385	33

297	10

434	5

434	27

434	2

434	11

321	21

321	17

321	34

378	15

378	16

323	20

323	11

323	8

323	33

335	24

335	26

184	16

428	36

419	22

419	30

419	2

419	16

366	28

487	10

487	35

487	8

487	22

246	13

246	4

246	23

246	25

272	2

272	13

272	27

272	10

60	30

60	1

60	21

60	35

252	31

435	31

435	9

232	1

232	3

87	35

87	26

79	25

79	27

79	6

79	18

111	15

148	30

148	22

148	25

148	21

402	6

402	32

402	30

402	12

116	19

116	10

116	34

116	8

485	34

485	12

179	9

179	27

179	11

179	8

436	10

436	21

436	20

436	19

380	13

380	35

380	5

380	30

88	14

72	11

72	5

24	25

24	13

449	14

449	8

449	2

121	9

121	10

121	15

121	34

401	20

401	29

401	24

401	5

115	3

471	29

104	1

73	29

73	24

73	11

73	22

470	32

470	7

470	6

470	25

163	17

163	19

163	22

163	33

129	13

129	20

129	27

225	20

25	21

25	25

180	5

180	13

441	3

441	17

441	35

357	35

357	16

357	28

357	27

488	14

488	34

147	15

147	4

147	10

147	24

492	1

492	15

492	17

492	29

240	36

240	10

240	32

240	24

421	27

358	16

358	31

358	19

358	17

212	6

57	6

57	33

397	22

397	31

483	2

483	16

483	28

483	24

333	23

333	14

333	13

468	35

445	31

445	6

29	29

29	12

29	4

29	14

135	34

354	11

354	16

422	26

422	6

423	32

423	28

423	15

423	26

247	14

247	29

247	26

247	28

218	5

218	34

218	2

478	27

478	18

478	16

341	36

306	29

306	33

306	5

306	7

45	2

45	19

45	1

45	17

234	22

13	29

166	21

166	34

166	27

200	6

455	32

455	19

455	10

66	1

66	20

66	16

66	28

408	27

169	32

190	14

190	25

190	29

58	7

369	36

369	6

11	20

11	1

11	15

11	6

32	35

32	14

32	31

32	13

142	29

142	32

142	30

142	24

461	29

461	14

461	9

461	7

295	13

295	30

454	24

454	14

454	6

454	20

156	1

156	2

415	34

415	2

415	8

415	12

95	7

95	31

95	34

95	27

5	34

5	26

381	1

482	21

371	9

219	11

219	22

280	25

280	13

280	24

280	35

409	1

409	17

409	12

409	20
